,probesets,sym,chrom
9444,39381_at,C6orf120,6
9445,39382_at,TRIM2,4
9446,39383_at,ADCY6,12
9447,39384_at,ELAVL1,19
9448,39385_at,ANPEP,15
9449,39386_at,MAD2L1BP,6
9450,39387_at,SEPHS1,10
9451,39388_at,CAMK2G,10
9452,39389_at,CD9,12
9453,39390_at,NUP133,1
9454,39391_at,STAMBP,2
9455,39392_at,GNPAT,1
9456,39393_r_at,APOH,17
9457,39394_at,C2orf72,2
9458,39395_at,THY1,11
9459,39396_at,LYPLA1,8
9460,39397_at,NR2F2,15
9461,39398_s_at,TBCD,17
9462,39399_at,TBCD,17
9463,393_s_at,RUNX1,21
9464,39400_at,TBC1D2B,15
9465,39401_at,LOC552889,12
9466,39402_at,IL1B,2
9467,39403_at,DNAJC13,3
9468,39404_s_at,UPF1,19
9469,39405_at,UTP14C,13
9470,39406_at,BMP1,8
9471,39407_at,BMP1,8
9472,39408_at,ACADS,12
9473,39409_at,C1R,12
9474,39410_at,ASAP2,2
9475,39411_at,TIPARP,3
9476,39412_at,TRIM26,6
9477,39413_at,OPHN1,X
9478,39414_at,,
9479,39415_at,HNRNPK,9
9480,39416_at,TAX1BP3,17
9481,39417_at,CDC2L6,6
9482,39418_at,RSL1D1,16
9483,39419_at,SPAG9,17
9484,39420_at,,
9485,39421_at,RUNX1,21
9486,39422_at,PDE4DIP,1
9487,39423_f_at,SPOP,17
9488,39424_at,TNFRSF14,1
9489,39425_at,TXNRD1,12
9490,39426_at,TCERG1,5
9491,39427_at,UQCRB,8
9492,39428_at,SH2B3,12
9493,39429_at,UVRAG,11
9494,39430_at,TNKS,8
9495,39431_at,NPEPPS,17
9496,39432_at,B4GALT4,3
9497,39433_at,C22orf9,22
9498,39434_at,,
9499,39435_at,PFDN1,5
9500,39436_at,BNIP3L,8
9501,39437_at,ARFGAP2,11
9502,39438_at,CREBL2,12
9503,39439_at,,
9504,39440_f_at,,
9505,39441_at,LANCL1,2
9506,39442_at,UNC50,2
9507,39443_s_at,COX5B,2
9508,39444_at,SF3B1,2
9509,39445_at,B4GALT3,1
9510,39446_s_at,,
9511,39447_f_at,LRRC23,12
9512,39448_r_at,LRRC23,12
9513,39449_at,SKP2,5
9514,39450_s_at,IDS,X
9515,39451_i_at,IDS,X
9516,39452_s_at,SPTBN1,2
9517,39453_at,,
9518,39454_f_at,TLX2,2
9519,39455_r_at,TLX2,2
9520,39456_at,AAK1,2
9521,39457_r_at,,
9522,39458_s_at,,
9523,39459_at,LOC552889,12
9524,39460_g_at,LOC552889,12
9525,39461_s_at,CHD8,14
9526,39462_s_at,,
9527,39463_at,AAK1,2
9528,39464_at,HSPA8,11
9529,39465_f_at,,
9530,39466_s_at,MYH10,17
9531,39467_f_at,,na
9532,39468_r_at,,
9533,39469_s_at,ATP8A2,13
9534,39470_at,,
9535,39471_at,CAPRIN1,11
9536,39472_s_at,PHF21A,11
9537,39473_r_at,,
9538,39474_s_at,GREM1,15
9539,39475_at,NOP14,4
9540,39476_at,,
9541,39477_s_at,,
9542,39478_at,KCTD7,7
9543,39479_g_at,KCTD7,7
9544,39480_s_at,SCAPER,15
9545,39481_at,ELOVL6,4
9546,39482_at,,
9547,39483_s_at,SLC38A10,17
9548,39484_at,PRRC1,5
9549,39485_g_at,PRRC1,5
9550,39486_s_at,HEG1,3
9551,39487_at,INPP4A,2
9552,39488_at,PCDH9,13
9553,39489_g_at,PCDH9,13
9554,39490_f_at,,
9555,39491_s_at,,
9556,39492_at,INE2,X
9557,39493_at,SEC61A1,3
9558,39494_at,GTF2H2,5
9559,39495_at,NBPF10,1
9560,39496_s_at,RNFT2,12
9561,39497_at,,
9562,39498_at,,
9563,39499_s_at,PARD3,10
9564,394_at,BLMH,17
9565,39500_s_at,,
9566,39501_f_at,NECAB3,20
9567,39502_at,DPYSL4,10
9568,39503_s_at,DPYSL4,10
9569,39504_at,GJC2,1
9570,39505_at,GJC2,1
9571,39506_at,,
9572,39507_at,OGT,X
9573,39508_at,NDRG2,14
9574,39509_at,,
9575,39510_r_at,PDCD4,10
9576,39511_at,MLLT4,6
9577,39512_s_at,INPP4A,2
9578,39513_r_at,INPP4A,2
9579,39514_s_at,INPP4A,2
9580,39515_s_at,POP5,12
9581,39516_at,POP5,12
9582,39517_at,C5orf15,5
9583,39518_at,PRRC1,5
9584,39519_at,ANKLE2,12
9585,39520_at,ANKLE2,12
9586,39521_at,SLC12A4,16
9587,39522_at,PFKFB3,10
9588,39523_at,STX16,20
9589,39524_at,RHO,3
9590,39525_at,PLEKHB2,2
9591,39526_at,PAIP2B,2
9592,39527_at,PAIP2B,2
9593,39528_at,RRAD,16
9594,39529_at,PDLIM7,5
9595,39530_at,PDLIM7,5
9596,39531_at,MAP1B,5
9597,39532_at,RIN1,11
9598,39533_at,SLC7A6,16
9599,39534_at,TSSK2,22
9600,39535_at,HMX1,4
9601,39536_at,HMX1,4
9602,39537_at,KLHDC3,6
9603,39538_at,SORT1,1
9604,39539_at,ZBTB7A,19
9605,39540_at,ZBTB7A,19
9606,39541_at,HEG1,3
9607,39542_at,ENC1,5
9608,39543_at,,
9609,39544_at,SYNM,15
9610,39545_at,CDKN1C,11
9611,39546_s_at,NOL7,6
9612,39547_at,RANBP9,6
9613,39548_at,NPAS2,2
9614,39549_at,NPAS2,2
9615,39550_at,GLT25D2,1
9616,39551_at,PHF21A,11
9617,39552_at,PTEN,10
9618,39553_at,,
9619,39554_at,ING2,4
9620,39555_at,ING2,4
9621,39556_at,SPTBN1,2
9622,39557_at,LOC201229,17
9623,39558_s_at,LOC201229,17
9624,39559_at,KMO,1
9625,39560_at,,
9626,39561_at,CBX6,22
9627,39562_at,CGGBP1,3
9628,39563_at,MIA3,1
9629,39564_s_at,ABCB6,2
9630,39565_at,BMPR1A,10
9631,39566_at,,15ch*
9632,39567_at,AQP7,9
9633,39568_g_at,AQP7,9
9634,39569_at,EVPL,17
9635,39570_at,CAMSAP1,9
9636,39571_at,CAMSAP1,9
9637,39572_at,GRIK2,6
9638,39573_at,GRIK2,6
9639,39574_at,SEMA4F,2
9640,39575_at,AJAP1,1
9641,39576_at,PDE6B,4
9642,39577_at,SOSTDC1,7
9643,39578_at,HR,8
9644,39579_at,CLDN10,13
9645,39580_at,KIAA0649,9
9646,39581_at,CSTA,3
9647,39582_at,CYLD,16
9648,39583_at,LRRN2,1
9649,39584_at,CAMTA1,1
9650,39585_at,CCRK,9
9651,39586_at,DSG1,18
9652,39587_at,CCDC22,X
9653,39588_at,TNFSF12,17
9654,39589_at,KIAA0319,6
9655,39590_at,APBA2,15
9656,39591_s_at,FGL2,7
9657,39592_r_at,FGL2,7
9658,39593_at,FGL2,7
9659,39594_f_at,MT1H,16
9660,39595_at,RWDD2A,6
9661,39596_at,NTRK3,15
9662,39597_at,ABLIM3,5
9663,39598_at,GJB1,X
9664,39599_at,SLC6A1,3
9665,395_at,,
9666,39600_at,PAQR3,4
9667,39601_at,RASSF1,3
9668,39602_at,MYRIP,3
9669,39603_at,DISC1,1
9670,39604_at,CYTIP,2
9671,39605_at,FOXG1,14
9672,39606_at,,
9673,39607_at,MTMR9,8
9674,39608_at,SIM2,21
9675,39609_at,SIM2,21
9676,39610_at,HOXB2,17
9677,39611_at,EFNA5,5
9678,39612_at,LOC157562,8
9679,39613_at,MAN1A1,6
9680,39614_at,KIAA0802,18
9681,39615_at,RP1-21O18.1,1
9682,39616_at,PTGER3,1
9683,39617_at,LIFR,5
9684,39618_at,HAPLN1,5
9685,39619_at,REEP2,5
9686,39620_at,POU6F1,12
9687,39621_at,OTUD3,1
9688,39622_at,GCM1,6
9689,39623_at,NDP,X
9690,39624_at,LTB4R,14
9691,39625_at,EXPH5,11
9692,39626_s_at,,
9693,39627_at,EEA1,12
9694,39628_at,RAB9A,X
9695,39629_at,PLA2G5,1
9696,39630_at,PRM1,16
9697,39631_at,EMP2,16
9698,39632_at,MMP13,11
9699,39633_at,S100A3,1
9700,39634_at,SLIT2,4
9701,39635_at,THSD7A,7
9702,39636_at,,
9703,39637_at,SLC26A2,5
9704,39638_at,TFAP4,16
9705,39639_s_at,TNP1,2
9706,39640_at,GFPT2,5
9707,39641_at,CCNO,5
9708,39642_at,ELOVL2,6
9709,39643_at,POLG2,17
9710,39644_at,C11orf41,11
9711,39645_r_at,ARR3,X
9712,39646_at,CACNB2,10
9713,39647_s_at,CACNB2,10
9714,39648_at,PEX11A,15
9715,39649_at,ARHGAP4,X
9716,39650_s_at,PCNXL2,1
9717,39651_at,RECQL4,8
9718,39652_at,XCL1,1
9719,39653_at,POT1,7
9720,39654_at,ASPA,17
9721,39655_at,REN,1
9722,39656_at,RGS6,14
9723,39657_at,KRT4,12
9724,39658_at,ZBTB24,6
9725,39659_at,TSFM,12
9726,39660_at,DEFB1,8
9727,39661_s_at,SLC29A2,11
9728,39662_s_at,GRK4,4
9729,39663_at,MAN2A1,5
9730,39664_at,,
9731,39665_at,GLRB,4
9732,39666_at,GNG4,1
9733,39667_at,NOVA2,19
9734,39668_at,TFAP2B,6
9735,39669_at,ANXA9,1
9736,39670_at,PARP3,3
9737,39671_at,DNM3,1
9738,39672_at,PTPN7,1
9739,39673_i_at,ECM2,9
9740,39674_r_at,ECM2,9
9741,39675_at,PRRG2,19
9742,39676_at,MYF6,12
9743,39677_at,GINS1,20
9744,39678_at,ACAT1,11
9745,39679_at,AQP2,12
9746,39680_at,STATH,4
9747,39681_at,ZBTB16,11
9748,39682_at,SCNN1B,16
9749,39683_at,CRYBB1,22
9750,39684_at,MPP3,17
9751,39685_at,ATXN10,22
9752,39686_g_at,ATXN10,22
9753,39687_at,ATXN10,22
9754,39688_at,DPF2,11
9755,39689_at,CST3,20
9756,39690_at,PDLIM3,4
9757,39691_at,SH3GLB1,1
9758,39692_at,CREB3L2,7
9759,39693_at,TMEM109,11
9760,39694_at,TMEM109,11
9761,39695_at,CD55,1
9762,39696_at,PEG10,7
9763,39697_at,HSD11B2,16
9764,39698_at,HOPX,4
9765,39699_at,TRIP12,2
9766,396_f_at,EPOR,19
9767,39700_at,ARHGAP1,11
9768,39701_at,PEG3,19
9769,39702_at,RPP30,10
9770,39703_at,KDM6A,X
9771,39704_s_at,HMGA1,6
9772,39705_at,SIN3B,19
9773,39706_at,CPNE3,8
9774,39707_at,MTMR4,17
9775,39708_at,STAT3,17
9776,39709_at,SEPW1,19
9777,39710_at,C5orf13,5
9778,39711_at,PRKCSH,19
9779,39712_at,S100A13,1
9780,39713_at,KDM5B,1
9781,39714_at,SH3BGRL,X
9782,39715_at,CBX5,12
9783,39716_at,MRPL33,2
9784,39717_g_at,MRPL33,2
9785,39718_r_at,MRPL33,2
9786,39719_at,,
9787,39720_g_at,,
9788,39721_at,EFNB1,X
9789,39722_at,,
9790,39723_at,CUL1,7
9791,39724_s_at,CUL1,7
9792,39725_at,RBM39,20
9793,39726_at,GCG,2
9794,39727_at,DUSP11,2
9795,39728_at,IFI30,19
9796,39729_at,PRDX2,19
9797,39730_at,ABL1,9
9798,39731_at,RBMX,X
9799,39732_at,MAP7,6
9800,39733_at,HERPUD1,16
9801,39734_at,AIMP1,4
9802,39735_at,NIT1,1
9803,39736_at,CDC42,1
9804,39737_at,,
9805,39738_at,MYH9,22
9806,39739_at,NACA,12
9807,39740_g_at,NACA,12
9808,39741_at,HADHB,2
9809,39742_at,TANK,2
9810,39743_at,C1orf123,1
9811,39744_at,DDX3X,X
9812,39745_at,OPA1,3
9813,39746_at,POLR2B,4
9814,39747_at,POLR2G,11
9815,39748_at,SLC7A1,13
9816,39749_at,PSMD4,1
9817,39750_at,,
9818,39751_at,ZDHHC3,3
9819,39752_at,CYB561D2,3
9820,39753_at,ITGA5,12
9821,39754_at,ITGB5,3
9822,39755_at,XBP1,22
9823,39756_g_at,XBP1,22
9824,39757_at,SDC2,8
9825,39758_f_at,LAMP1,13
9826,39759_at,QKI,6
9827,39760_at,QKI,6
9828,39761_at,AVL9,7
9829,39762_at,ZMYM4,1
9830,39763_at,HPX,11
9831,39764_at,ACVR1,2
9832,39765_at,TLN2,15
9833,39766_r_at,POLR2K,8
9834,39767_at,CCT8,21
9835,39768_at,CNP,17
9836,39769_at,CNP,17
9837,39770_at,SMG7,1
9838,39771_at,RHOBTB1,10
9839,39772_at,ERI3,1
9840,39773_at,C14orf1,14
9841,39774_at,OXA1L,14
9842,39775_at,SERPING1,11
9843,39776_at,ULK2,17
9844,39777_at,MYCBP2,13
9845,39778_at,MGAT1,5
9846,39779_at,TARBP1,1
9847,39780_at,PPP3CB,10
9848,39781_at,IGFBP4,17
9849,39782_at,C1D,2
9850,39783_at,KIAA0100,17
9851,39784_at,EIF2S1,14
9852,39785_at,CEP57,11
9853,39786_at,GRPEL1,4
9854,39787_at,PEMT,17
9855,39788_at,PKP4,2
9856,39789_at,SLN,11
9857,39790_at,ATP2A2,12
9858,39791_at,ATP2A2,12
9859,39792_at,HNRNPR,1
9860,39793_at,GBAS,7
9861,39794_at,USP8,15
9862,39795_at,AP2M1,3
9863,39796_at,PSME3,17
9864,39797_at,UBR2,6
9865,39798_at,RPS28,19
9866,39799_at,FABP5,8
9867,39800_s_at,HAX1,1
9868,39801_at,PLOD3,7
9869,39802_at,CCL7,17
9870,39803_s_at,C21orf2,21
9871,39804_at,C18orf1,18
9872,39805_at,ABCB6,2
9873,39806_at,ASF1A,6
9874,39807_at,ASF1A,6
9875,39808_at,WNT11,11
9876,39809_at,HBP1,7
9877,39810_at,C19orf50,19
9878,39811_at,C19orf50,19
9879,39812_at,MRPL12,17
9880,39813_s_at,DHRS7,14
9881,39814_s_at,DHRS7,14
9882,39815_at,NENF,1
9883,39816_g_at,NENF,1
9884,39817_s_at,C6orf108,6
9885,39818_at,C6orf108,6
9886,39819_at,,
9887,39820_at,,
9888,39821_s_at,GADD45B,19
9889,39822_s_at,GADD45B,19
9890,39823_at,DCAF8,1
9891,39824_at,,
9892,39825_at,SLC25A1,22
9893,39826_f_at,DDIT4,10
9894,39827_at,DDIT4,10
9895,39828_at,ARL4C,2
9896,39829_at,ARL4C,2
9897,39830_at,RPL27,17
9898,39831_at,SRRT,7
9899,39832_at,SRRT,7
9900,39833_at,MINK1,17
9901,39834_at,CHRNE,17
9902,39835_at,SBF1,22
9903,39836_at,ZNF467,7
9904,39837_s_at,ZNF467,7
9905,39838_at,CLASP1,2
9906,39839_at,CSDA,12
9907,39840_at,GREM1,15
9908,39841_at,SLC16A6,17
9909,39842_at,CRLF1,19
9910,39843_at,CRLF1,19
9911,39844_at,LSM12,17
9912,39845_at,HTRA2,2
9913,39846_at,CTSF,11
9914,39847_at,NOP14,4
9915,39848_at,KCNS1,20
9916,39849_at,KCNS1,20
9917,39850_at,ANK2,4
9918,39851_at,ANK2,4
9919,39852_at,SPG20,13
9920,39853_at,PNPLA2,11
9921,39854_r_at,PNPLA2,11
9922,39855_at,FZR1,19
9923,39856_at,RPL36AL,14
9924,39857_at,STX11,6
9925,39858_s_at,STX11,6
9926,39859_r_at,STX11,6
9927,39860_at,FUBP1,1
9928,39861_at,CTTN,11
9929,39862_at,POL3S,16
9930,39863_at,ZNF646,16
9931,39864_at,CIRBP,19
9932,39865_at,KCTD7,7
9933,39866_at,USP22,17
9934,39867_at,TUFM,16
9935,39868_at,PCBP3,21
9936,39869_at,ELAC2,17
9937,39870_at,RBMXL2,11
9938,39871_at,RBMXL2,11
9939,39872_at,GTSE1,22
9940,39873_at,PCTK2,12
9941,39874_at,GUCY2F,X
9942,39875_at,WASL,7
9943,39876_at,ENTPD6,20
9944,39877_at,KCNC4,1
9945,39878_at,PCDH9,13
9946,39879_s_at,,
9947,39880_at,,
9948,39881_at,SLC25A42,19
9949,39882_at,TIMM8A,X
9950,39883_at,DIMT1L,5
9951,39884_g_at,DIMT1L,5
9952,39885_at,DIMT1L,5
9953,39886_at,GRIP1,12
9954,39887_at,GRIP1,12
9955,39888_at,B4GALT5,20
9956,39889_at,B4GALT5,20
9957,39890_at,,
9958,39891_at,ZNF710,15
9959,39892_at,GNG7,19
9960,39893_at,GNG7,19
9961,39894_f_at,BRD1,22
9962,39895_r_at,BRD1,22
9963,39896_at,DHX16,6
9964,39897_at,YTHDC1,4
9965,39898_at,FAM13C,10
9966,39899_at,CADM4,19
9967,398_at,DDX18,2
9968,39900_at,CADM4,19
9969,39901_at,EDIL3,5
9970,39902_at,EDIL3,5
9971,39903_at,CIB2,15
9972,39904_at,CIB2,15
9973,39905_i_at,ARFGAP3,22
9974,39906_r_at,ARFGAP3,22
9975,39907_at,TAF6L,11
9976,39908_at,TAF6L,11
9977,39909_g_at,TAF6L,11
9978,39910_at,MARCH2,19
9979,39911_at,,
9980,39912_at,HS6ST1,2
9981,39913_at,HS6ST1,2
9982,39914_r_at,TRPM2,21
9983,39915_at,TRPM2,21
9984,39916_r_at,RPS15,19
9985,39917_at,TUBGCP2,10
9986,39918_at,TUBGCP2,10
9987,39919_at,C1QL1,17
9988,39920_r_at,C1QL1,17
9989,39921_at,COX5B,2
9990,39922_at,CA5B,X
9991,39923_at,ARHGAP12,10
9992,39924_at,ZC3H13,13
9993,39925_at,COL9A2,1
9994,39926_at,SMAD5,5
9995,39927_at,ARHGAP5,14
9996,39928_at,GRM3,7
9997,39929_at,KIAA0922,4
9998,39930_at,EPHB6,7
9999,39931_at,DYRK3,1
10000,39932_at,,
10001,39933_at,DUSP7,3
10002,39934_at,RAB36,22
10003,39935_at,SKIL,3
10004,39936_at,CCR2,3
10005,39937_at,CCR2,3
10006,39938_g_at,CCR2,3
10007,39939_at,COL4A6,X
10008,39940_at,C8orf84,8
10009,39941_at,RAD50,5
10010,39942_at,BATF,14
10011,39943_at,ORC2L,2
10012,39944_at,ZNF35,3
10013,39945_at,FAP,2
10014,39946_at,REG3A,2
10015,39947_at,EFNA4,1
10016,39948_at,MAX,14
10017,39949_at,MOCS1,6
10018,39950_at,SMPDL3A,6
10019,39951_at,PLS1,3
10020,39952_at,JAKMIP2,5
10021,39953_i_at,ZNF623,8
10022,39954_r_at,ZNF623,8
10023,39955_at,DLEU2,13
10024,39956_at,KIF3A,5
10025,39957_at,SOCS6,18
10026,39958_at,SOCS6,18
10027,39959_at,,
10028,39960_at,COQ2,4
10029,39961_at,ATP10A,15
10030,39962_at,CDC42BPA,1
10031,39963_at,ZKSCAN4,6
10032,39964_at,RP2,X
10033,39965_at,RAC3,17
10034,39966_at,CSPG5,3
10035,39967_at,LDOC1,X
10036,39968_at,LTC4S,5
10037,39969_at,HIST1H4C,6
10038,39970_at,NR0B1,X
10039,39971_at,LYL1,19
10040,39972_at,GPR17,2
10041,39973_at,LEPREL2,12
10042,39974_at,ENTPD3,3
10043,39975_at,UBFD1,16
10044,39976_at,FEM1C,5
10045,39977_at,ZBTB11,3
10046,39978_at,HSD17B3,9
10047,39979_at,F10,13
10048,39980_at,VRK1,14
10049,39981_at,MSR1,8
10050,39982_r_at,MSR1,8
10051,39983_at,GLMN,1
10052,39984_g_at,GLMN,1
10053,39985_r_at,GLMN,1
10054,39986_at,FAM119B,12
10055,39987_at,FBXL4,6
10056,39988_at,TAP2,6
10057,39989_at,RRAGB,X
10058,39990_at,ISL1,5
10059,39991_at,CDSN,6
10060,39992_at,SLC22A18,11
10061,39993_at,PIGA,X
10062,39994_at,CCR1,3
10063,39995_s_at,WWOX,16
10064,39996_at,CD5L,1
10065,39997_at,CFP,X
10066,39998_at,BMPR2,2
10067,39999_at,CASP10,2
10068,399_at,STK25,2
10069,40000_f_at,VPS13A,9
10070,40001_r_at,VPS13A,9
10071,40002_r_at,VPS13A,9
10072,40003_at,GP2,16
10073,40004_at,SIX1,14
10074,40005_at,ALKBH1,14
10075,40006_at,ST3GAL2,16
10076,40007_at,IKZF1,7
10077,40008_at,CCL11,17
10078,40009_at,AFF2,X
10079,40010_s_at,AFF2,X
10080,40011_s_at,AFF2,X
10081,40012_at,LRP8,1
10082,40013_at,CLIC2,X
10083,40014_at,SEMA6C,1
10084,40015_at,MAST4,5
10085,40016_g_at,MAST4,5
10086,40017_at,PAMR1,11
10087,40018_at,NUPL1,13
10088,40019_at,EVI2B,17
10089,40020_at,CELSR3,3
10090,40021_at,KCND1,X
10091,40022_at,FKTN,9
10092,40023_at,BDNF,11
10093,40024_at,STAC,3
10094,40025_at,ATP5S,14
10095,40026_g_at,ATP5S,14
10096,40027_at,ATP5S,14
10097,40028_at,C1orf105,1
10098,40029_at,MEGF6,1
10099,40030_at,PRKY,Y
10100,40031_at,ALDH3A1,17
10101,40032_at,URB2,1
10102,40033_at,MAPK11,22
10103,40034_r_at,SCARF1,17
10104,40035_at,KLK11,19
10105,40036_at,MAGOH,1
10106,40037_at,XPNPEP2,X
10107,40038_at,ST7,7
10108,40039_g_at,ST7,7
10109,40040_at,ST7,7
10110,40041_at,NDC80,18
10111,40042_r_at,PRODH,22
10112,40043_at,PRSS3,9
10113,40044_at,ELL,19
10114,40045_g_at,C18orf1,18
10115,40046_r_at,C18orf1,18
10116,40047_at,RNF41,12
10117,40048_at,PUM1,1
10118,40049_at,DAPK1,9
10119,40050_at,CBFA2T2,20
10120,40051_at,TRAM2,6
10121,40052_at,ACTR1A,10
10122,40053_at,ERP44,9
10123,40054_at,FTSJD2,6
10124,40055_s_at,MMP19,12
10125,40056_at,SLC35B1,17
10126,40057_at,PYGM,11
10127,40058_s_at,PDLIM5,4
10128,40059_r_at,PDLIM5,4
10129,40060_r_at,PDLIM5,4
10130,40061_at,PLAGL2,20
10131,40062_s_at,MYL4,17
10132,40063_at,CALCOCO2,17
10133,40064_at,TRAK2,2
10134,40065_s_at,DLG1,3
10135,40066_at,UBA3,3
10136,40067_at,ELF1,13
10137,40068_at,STX5,11
10138,40069_at,SVIL,10
10139,40070_at,RBM10,X
10140,40071_at,CYP1B1,2
10141,40072_at,MRPS31,13
10142,40073_at,KIAA0391,14
10143,40074_at,MTHFD2,2
10144,40075_at,SYT1,12
10145,40076_at,TPD52L2,20
10146,40077_at,ACO1,9
10147,40078_at,PRSS23,11
10148,40079_at,,
10149,40080_at,KIAA0090,1
10150,40081_at,PLTP,20
10151,40082_at,ACSL1,4
10152,40083_at,SETX,9
10153,40084_at,TFCP2,12
10154,40085_s_at,TFCP2,12
10155,40086_at,WAPAL,10
10156,40087_at,UNC13B,9
10157,40088_at,NRIP1,21
10158,40089_at,WBSCR22,7
10159,40090_at,WBSCR22,7
10160,40091_at,BCL6,3
10161,40092_at,BAZ2A,12
10162,40093_at,BCAM,19
10163,40094_r_at,BCAM,19
10164,40095_at,CA2,8
10165,40096_at,ATP5A1,18
10166,40097_at,EIF1AY,Y
10167,40098_at,EHD1,11
10168,40099_at,ARHGEF2,1
10169,400_at,PDX1,13
10170,40100_at,ARHGEF2,1
10171,40101_g_at,ARHGEF2,1
10172,40102_at,OSBPL2,20
10173,40103_at,EZR,6
10174,40104_at,STK25,2
10175,40105_at,MUT,6
10176,40106_at,HNRNPUL1,19
10177,40107_at,ALDOC,17
10178,40108_at,,
10179,40109_at,SRF,6
10180,40110_at,IDH3B,20
10181,40111_g_at,IDH3B,20
10182,40112_at,IDH3B,20
10183,40113_at,TRIB2,2
10184,40114_at,AFP,4
10185,40115_at,ATP5C1,10
10186,40116_at,PFKL,21
10187,40117_at,MCM6,2
10188,40118_at,ZNF3,7
10189,40119_at,CRTAP,3
10190,40120_at,HAGH,16
10191,40121_at,UBE2K,4
10192,40122_at,SYNCRIP,6
10193,40123_at,GBF1,10
10194,40124_at,RUVBL1,3
10195,40125_at,CANX,5
10196,40126_at,PRRX1,1
10197,40127_at,SFXN3,10
10198,40128_at,CLINT1,5
10199,40129_at,PRKDC,8
10200,40130_at,,
10201,40131_at,FSTL1,3
10202,40132_g_at,,
10203,40133_s_at,GRHPR,9
10204,40134_at,ATP5J2,7
10205,40135_at,ATP5J2,7
10206,40136_at,TBC1D9B,5
10207,40137_at,PTPN1,20
10208,40138_at,COPS6,7
10209,40139_at,MTOR,1
10210,40140_at,RNF103,2
10211,40141_at,CUL4B,X
10212,40142_at,SPA17,11
10213,40143_at,FAM53B,10
10214,40144_at,SIRPA,20
10215,40145_at,TOP2A,17
10216,40146_at,RAP1B,12
10217,40147_at,VAT1,17
10218,40148_at,APBB2,4
10219,40149_at,SH2B1,16
10220,40150_at,SNRPD3,22
10221,40151_s_at,PEX5,12
10222,40152_r_at,PEX5,12
10223,40153_at,TAP1,6
10224,40154_at,TTLL3,3
10225,40155_at,ABLIM1,10
10226,40156_at,KIAA0040,1
10227,40157_s_at,MYL1,2
10228,40158_r_at,MYL1,2
10229,40159_r_at,,
10230,40160_at,POM121,7
10231,40161_at,COMP,19
10232,40162_s_at,COMP,19
10233,40163_r_at,COMP,19
10234,40164_at,ARHGDIA,17
10235,40165_at,TSPYL2,X
10236,40166_at,WSB2,12
10237,40167_s_at,WSB2,12
10238,40168_at,CAV2,7
10239,40169_at,PLIN3,19
10240,40170_at,PLIN3,19
10241,40171_at,FRAT2,10
10242,40172_g_at,FRAT2,10
10243,40173_at,FRAT2,10
10244,40174_at,CLCN2,3
10245,40175_at,FAM131A,3
10246,40176_at,TRIM27,6
10247,40177_at,,
10248,40178_at,ZBTB33,X
10249,40179_at,ZBTB33,X
10250,40180_at,IRS2,13
10251,40181_f_at,,
10252,40182_s_at,CARM1,19
10253,40183_at,YIPF2,19
10254,40184_at,CSNK1A1,5
10255,40185_at,GFAP,17
10256,40186_at,DUSP9,X
10257,40187_at,,
10258,40188_f_at,,
10259,40189_at,SET,9
10260,40190_at,CEP68,2
10261,40191_s_at,CEP68,2
10262,40192_at,,
10263,40193_at,ENO2,12
10264,40194_at,GTF2H2B,5
10265,40195_at,H2AFX,11
10266,40196_at,CTDSPL,3
10267,40197_at,CTDSPL,3
10268,40198_at,VDAC1,5
10269,40199_at,MSX1,4
10270,401_s_at,HLF,17
10271,40200_at,HSF1,8
10272,40201_at,DDC,7
10273,40202_at,KLF9,9
10274,40203_at,EIF1,17
10275,40204_at,CTRL,16
10276,40205_g_at,CTRL,16
10277,40206_at,PSKH1,16
10278,40207_g_at,PSKH1,16
10279,40208_at,,
10280,40209_at,ICAM5,19
10281,40210_at,RAB13,1
10282,40211_at,HNRNPA1,12
10283,40212_at,KSR1,17
10284,40213_at,SMARCA1,X
10285,40214_at,UGCG,9
10286,40215_at,UGCG,9
10287,40216_at,TRAF3IP1,2
10288,40217_s_at,CDS1,4
10289,40218_at,CDS1,4
10290,40219_at,,
10291,40220_at,HEXIM1,17
10292,40221_at,TAF1C,16
10293,40222_s_at,,
10294,40223_r_at,,
10295,40224_s_at,SAPS2,22
10296,40225_at,GAK,4
10297,40226_at,GAK,4
10298,40227_at,DCBLD2,3
10299,40228_at,C21orf2,21
10300,40229_at,TOM1L1,17
10301,40230_at,FRZB,2
10302,40231_at,SMAD6,15
10303,40232_at,POLRMT,19
10304,40233_at,DGCR6L,22
10305,40234_at,,
10306,40235_at,TNK2,3
10307,40236_at,SLC7A2,8
10308,40237_at,PHLDA2,11
10309,40238_at,IQCK,16
10310,40239_g_at,IQCK,16
10311,40240_at,GPRC5B,16
10312,40241_at,ZNF143,11
10313,40242_at,THOC1,18
10314,40243_at,GNAL,18
10315,40244_s_at,MPPE1,18
10316,40245_at,ZNF140,12
10317,40246_at,DLG1,3
10318,40247_at,SLC9A7,X
10319,40248_at,SLC9A7,X
10320,40249_at,ACHE,7
10321,40250_at,KRR1,12
10322,40251_at,,
10323,40252_g_at,,
10324,40253_at,PI4KB,1
10325,40254_s_at,DDX28,16
10326,40255_at,DDX28,16
10327,40256_at,,
10328,40257_at,KANK3,19
10329,40258_at,CSNK2A1,20
10330,40259_at,RBM9,22
10331,40260_g_at,RBM9,22
10332,40261_at,RBM9,22
10333,40262_at,SFRS2B,11
